dataset,query_id,financebench_id,company,doc_name,bank_name,query,ground_truth_chunk_id,top1_chunk_id,top5_chunk_ids,correct_at_1,ground_truth_rank_top5,diagnostic_category,latency_seconds,top1_latency_seconds,top5_latency_seconds,top1_input_tokens,top1_output_tokens,top5_input_tokens,top5_output_tokens
ESRS,"Swedbank__Swedbank_0107__Within Swedbank’s 2024 disclosure for its business loans book, what proportion of the total gross carrying amount is derived from entity-specific (counterparty/asset-level) data at the portfolio level?",,Swedbank,Swedbank,Swedbank,"Within Swedbank’s 2024 disclosure for its business loans book, what proportion of the total gross carrying amount is derived from entity-specific (counterparty/asset-level) data at the portfolio level?",Swedbank_0107,Swedbank_0108,Swedbank_0105|Swedbank_0108|Swedbank_0101|Swedbank_0103|Swedbank_0104,0,,both_fail,240.875,190.005,240.875,122379,10314,148877,13772
ESRS,"Swedbank__Swedbank_0011__For ESRS-aligned reporting that incorporates EU Taxonomy indicators, does Swedbank disclose its 2024 assets under management that qualify as Taxonomy-aligned separately on a revenue-based and a capital-expenditure basis, and what figures are reported?",,Swedbank,Swedbank,Swedbank,"For ESRS-aligned reporting that incorporates EU Taxonomy indicators, does Swedbank disclose its 2024 assets under management that qualify as Taxonomy-aligned separately on a revenue-based and a capital-expenditure basis, and what figures are reported?",Swedbank_0011,Swedbank_0033,Swedbank_0033|Swedbank_0196|Swedbank_0032|Swedbank_0034|Swedbank_0194,0,,both_fail,169.248,34.405,169.248,27002,1945,135025,8246
ESRS,"Swedbank__Swedbank_0114__For ESRS 2 SBM-3 purposes, does Swedbank’s description of workforce-related impacts, risks and opportunities explicitly extend the population in scope beyond its direct employees to include individuals engaged through consultancies, staffing agencies, or as independent contractors performing assignments for the Group?",,Swedbank,Swedbank,Swedbank,"For ESRS 2 SBM-3 purposes, does Swedbank’s description of workforce-related impacts, risks and opportunities explicitly extend the population in scope beyond its direct employees to include individuals engaged through consultancies, staffing agencies, or as independent contractors performing assignments for the Group?",Swedbank_0114,Swedbank_0114,Swedbank_0114|Swedbank_0115|Swedbank_0113|Swedbank_0117|Swedbank_0118,1,1.0,both_rank1,137.348,30.899,137.348,39368,2019,81065,9414
ESRS,Swedbank__Swedbank_0115__Has Swedbank recognised that non-compliance with equal pay obligations could trigger regulatory sanctions or litigation risk within its workforce equity agenda?,,Swedbank,Swedbank,Swedbank,Has Swedbank recognised that non-compliance with equal pay obligations could trigger regulatory sanctions or litigation risk within its workforce equity agenda?,Swedbank_0115,Swedbank_0115,Swedbank_0115|Swedbank_0120|Swedbank_0119|Swedbank_0117|Swedbank_0118,1,1.0,both_rank1,93.972,44.109,93.972,39689,1817,73051,5625
ESRS,"Swedbank__Swedbank_0118__Does Swedbank disclose that it operates a structured work-environment management cycle—comprising periodic reviews, risk analyses, remedial actions, and follow-up—applied across its operations?",,Swedbank,Swedbank,Swedbank,"Does Swedbank disclose that it operates a structured work-environment management cycle—comprising periodic reviews, risk analyses, remedial actions, and follow-up—applied across its operations?",Swedbank_0118,Swedbank_0131,Swedbank_0131|Swedbank_0139|Swedbank_0128|Swedbank_0127_intro|Swedbank_0138,0,,both_fail,163.881,65.136,163.881,49595,4683,73155,12565
ESRS,"Swedbank__Swedbank_0119__Within Swedbank’s governance structure, has top-level accountability for implementing Diversity, Equity and Inclusion been expressly assigned to an executive leader rather than left solely to local management?",,Swedbank,Swedbank,Swedbank,"Within Swedbank’s governance structure, has top-level accountability for implementing Diversity, Equity and Inclusion been expressly assigned to an executive leader rather than left solely to local management?",Swedbank_0119,Swedbank_0026,Swedbank_0119|Swedbank_0115|Swedbank_0120|Swedbank_0026|Swedbank_0027,0,1.0,mrr_rank1_only,70.357,17.941,70.357,29096,1219,119359,4618
ESRS,"Swedbank__Swedbank_0120__For ESRS S1-2 purposes, does Swedbank specify that when one-to-one discussions uncover a potential negative effect on an employee’s health or working conditions, the responsible manager is obliged to take remedial steps under the Work Environment Directive?",,Swedbank,Swedbank,Swedbank,"For ESRS S1-2 purposes, does Swedbank specify that when one-to-one discussions uncover a potential negative effect on an employee’s health or working conditions, the responsible manager is obliged to take remedial steps under the Work Environment Directive?",Swedbank_0120,Swedbank_0120,Swedbank_0120|Swedbank_0117|Swedbank_0118|Swedbank_0115|Swedbank_0119,1,1.0,both_rank1,91.013,25.979,91.012,39413,1698,73036,6104
ESRS,"Swedbank__Swedbank_0123__For ESRS-aligned disclosures on workforce privacy, does Swedbank identify the internal role charged with supervising compliance with personal data obligations for employees, and who holds that responsibility?",,Swedbank,Swedbank,Swedbank,"For ESRS-aligned disclosures on workforce privacy, does Swedbank identify the internal role charged with supervising compliance with personal data obligations for employees, and who holds that responsibility?",Swedbank_0123,Swedbank_0128,Swedbank_0131|Swedbank_0128|Swedbank_0132|Swedbank_0133|Swedbank_0135,0,,both_fail,118.977,36.323,118.977,43185,2303,66791,8268
ESRS,"Swedbank__Swedbank_0125__In its work-injury section, does Swedbank affirm that, as the employer, it operates an ongoing control to manage the workplace environment by continuously implementing actions to lower risks to employee health?",,Swedbank,Swedbank,Swedbank,"In its work-injury section, does Swedbank affirm that, as the employer, it operates an ongoing control to manage the workplace environment by continuously implementing actions to lower risks to employee health?",Swedbank_0125,Swedbank_0131,Swedbank_0131|Swedbank_0128|Swedbank_0146|Swedbank_0139|Swedbank_0138,0,,both_fail,165.979,55.722,165.979,49604,3117,84893,11343
ESRS,Swedbank__Swedbank_0126__Does Swedbank’s disclosure evidence that it evaluates the effectiveness of its whistleblowing channels by confirming ongoing accessibility and maintaining direct communication with reporters?,,Swedbank,Swedbank,Swedbank,Does Swedbank’s disclosure evidence that it evaluates the effectiveness of its whistleblowing channels by confirming ongoing accessibility and maintaining direct communication with reporters?,Swedbank_0126,Swedbank_0166,Swedbank_0166|Swedbank_0174|Swedbank_0165|Swedbank_0172_intro|Swedbank_0173,0,,both_fail,308.636,308.635,308.635,138899,23475,138899,23475
ESRS,"Swedbank__Swedbank_0128__Does Swedbank explicitly acknowledge a dependency on its own workforce by stating that the bank’s long-term development and growth rely on its ability to keep, motivate, and recruit qualified staff, including employees with specialist skills, as key success factors for the Group?",,Swedbank,Swedbank,Swedbank,"Does Swedbank explicitly acknowledge a dependency on its own workforce by stating that the bank’s long-term development and growth rely on its ability to keep, motivate, and recruit qualified staff, including employees with specialist skills, as key success factors for the Group?",Swedbank_0128,Swedbank_0128,Swedbank_0128|Swedbank_0131|Swedbank_0130_intro|Swedbank_0129_intro|Swedbank_0127_intro,1,1.0,both_rank1,132.306,25.609,132.306,43297,1930,69441,9729
ESRS,"Swedbank__Swedbank_0136__Within the ‘equal pay for equal work’ topic, has Swedbank stated that it operates a recurring control to review remuneration parity (specifically, a yearly pay‑equity mapping) across its employees?",,Swedbank,Swedbank,Swedbank,"Within the ‘equal pay for equal work’ topic, has Swedbank stated that it operates a recurring control to review remuneration parity (specifically, a yearly pay‑equity mapping) across its employees?",Swedbank_0136,Swedbank_0136,Swedbank_0136|Swedbank_0135|Swedbank_0138|Swedbank_0148|Swedbank_0147,1,1.0,both_rank1,113.552,88.33,113.552,77448,8737,85552,9994
ESRS,"Swedbank__Swedbank_0137__For ESRS-aligned reporting on diversity and inclusion outcomes, does Swedbank specify which quantitative indicators it uses to assess whether its inclusion initiatives are effective?",,Swedbank,Swedbank,Swedbank,"For ESRS-aligned reporting on diversity and inclusion outcomes, does Swedbank specify which quantitative indicators it uses to assess whether its inclusion initiatives are effective?",Swedbank_0137,Swedbank_0140,Swedbank_0140|Swedbank_0119|Swedbank_0141|Swedbank_0115|Swedbank_0117,0,,both_fail,81.145,24.386,81.144,40532,2072,83030,7337
ESRS,"Swedbank__Swedbank_0138__For worker data protection under ESRS, does Swedbank carry out a recurring, group-wide GDPR compliance assessment, and what are its cadence and the populations it covers?",,Swedbank,Swedbank,Swedbank,"For worker data protection under ESRS, does Swedbank carry out a recurring, group-wide GDPR compliance assessment, and what are its cadence and the populations it covers?",Swedbank_0138,Swedbank_0161,Swedbank_0138|Swedbank_0139|Swedbank_0140|Swedbank_0137|Swedbank_0161,0,1.0,mrr_rank1_only,137.584,32.375,137.584,27023,2112,96348,8480
ESRS,"Swedbank__Swedbank_0139__For ESRS-aligned occupational health and safety governance, has Swedbank established a quarterly review by its central health and safety committee that obliges each business unit to submit its most significant work environment risks along with a mitigation plan?",,Swedbank,Swedbank,Swedbank,"For ESRS-aligned occupational health and safety governance, has Swedbank established a quarterly review by its central health and safety committee that obliges each business unit to submit its most significant work environment risks along with a mitigation plan?",Swedbank_0139,Swedbank_0140,Swedbank_0139|Swedbank_0140|Swedbank_0138|Swedbank_0131|Swedbank_0128,0,1.0,mrr_rank1_only,106.143,22.753,106.143,40622,1295,80910,8408
ESRS,"Swedbank__Swedbank_0143__For ESRS S1-9 purposes, does Swedbank state that its reported gender figures are derived from official records rather than from employees’ self-identification?",,Swedbank,Swedbank,Swedbank,"For ESRS S1-9 purposes, does Swedbank state that its reported gender figures are derived from official records rather than from employees’ self-identification?",Swedbank_0143,Swedbank_0143,Swedbank_0143|Swedbank_0142|Swedbank_0141|Swedbank_0148|Swedbank_0144,1,1.0,both_rank1,106.661,39.756,106.661,39219,2084,86698,7140
ESRS,"Swedbank__Swedbank_0141__For ESRS S1-6 disclosures on its own workforce, what specific control procedures does Swedbank apply to ensure the headcount data set is complete and internally consistent prior to publication?",,Swedbank,Swedbank,Swedbank,"For ESRS S1-6 disclosures on its own workforce, what specific control procedures does Swedbank apply to ensure the headcount data set is complete and internally consistent prior to publication?",Swedbank_0141,Swedbank_0141,Swedbank_0141|Swedbank_0140|Swedbank_0030_intro|Swedbank_0003|Swedbank_0188,1,1.0,both_rank1,282.973,34.651,282.973,40003,2158,231721,19428
ESRS,"Swedbank__Swedbank_0144__Does Swedbank operate a yearly control to confirm that employee remuneration reaches at least a nationally defined reference wage in each country of operation, based on independent market pay benchmarks?",,Swedbank,Swedbank,Swedbank,"Does Swedbank operate a yearly control to confirm that employee remuneration reaches at least a nationally defined reference wage in each country of operation, based on independent market pay benchmarks?",Swedbank_0144,Swedbank_0144,Swedbank_0144|Swedbank_0138|Swedbank_0142|Swedbank_0143|Swedbank_0136,1,1.0,both_rank1,99.072,23.702,99.072,38899,1567,88438,6446
ESRS,"Swedbank__Swedbank_0147__In its S1-15 work-life balance reporting, does Swedbank explicitly set out the computation basis and estimation applied for parental-leave utilisation—namely that the rate is the percentage of eligible employees who used parental leave, split by legal sex (male/female), calculated with a 31 December 2024 cut-off, and that all staff outside home markets who were on leave at that date are presumed to be on parental leave?",,Swedbank,Swedbank,Swedbank,"In its S1-15 work-life balance reporting, does Swedbank explicitly set out the computation basis and estimation applied for parental-leave utilisation—namely that the rate is the percentage of eligible employees who used parental leave, split by legal sex (male/female), calculated with a 31 December 2024 cut-off, and that all staff outside home markets who were on leave at that date are presumed to be on parental leave?",Swedbank_0147,Swedbank_0147,Swedbank_0147|Swedbank_0148|Swedbank_0188,1,1.0,both_rank1,302.284,28.33,302.284,39588,1971,215805,19654
ESRS,"Swedbank__Swedbank_0149__Within its S4 Consumers and end-users narrative, does Swedbank explicitly direct readers to its IRO-1 disclosure on processes for identifying and assessing material impacts, risks and opportunities to substantiate the materiality determination of information-related effects on consumers and/or end-users?",,Swedbank,Swedbank,Swedbank,"Within its S4 Consumers and end-users narrative, does Swedbank explicitly direct readers to its IRO-1 disclosure on processes for identifying and assessing material impacts, risks and opportunities to substantiate the materiality determination of information-related effects on consumers and/or end-users?",Swedbank_0149,Swedbank_0149,Swedbank_0149|Swedbank_0150|Swedbank_0151_intro|Swedbank_0153|Swedbank_0155,1,1.0,both_rank1,213.724,104.57,213.724,76697,5410,172730,11830
ESRS,Swedbank__Swedbank_0150__Has Swedbank’s materiality assessment determined that information-related impacts on consumers and end-users—particularly the management of sensitive customer data—are material for the bank?,,Swedbank,Swedbank,Swedbank,Has Swedbank’s materiality assessment determined that information-related impacts on consumers and end-users—particularly the management of sensitive customer data—are material for the bank?,Swedbank_0150,Swedbank_0149,Swedbank_0150|Swedbank_0149|Swedbank_0152|Swedbank_0028|Swedbank_0151_intro,0,1.0,mrr_rank1_only,106.476,25.054,106.476,25922,1408,100783,6124
ESRS,"Swedbank__Swedbank_0152__Within its ESRS-aligned sustainability reporting, does Swedbank disclose a quantitative indicator that counts reported instances in its downstream value chain where consumers or end-users experienced departures from internationally recognised human rights guidance related to personal data?",,Swedbank,Swedbank,Swedbank,"Within its ESRS-aligned sustainability reporting, does Swedbank disclose a quantitative indicator that counts reported instances in its downstream value chain where consumers or end-users experienced departures from internationally recognised human rights guidance related to personal data?",Swedbank_0152,Swedbank_0155,Swedbank_0152|Swedbank_0155|Swedbank_0157|Swedbank_0153|Swedbank_0161,0,1.0,mrr_rank1_only,229.293,37.365,229.293,28143,2299,138166,14802
ESRS,"Swedbank__Swedbank_0153__Following a breach of personal data rules, does Swedbank’s procedure specify both the timeframe for notifying affected customers and the acceptable communication channels for that notification?",,Swedbank,Swedbank,Swedbank,"Following a breach of personal data rules, does Swedbank’s procedure specify both the timeframe for notifying affected customers and the acceptable communication channels for that notification?",Swedbank_0153,Swedbank_0153,Swedbank_0153|Swedbank_0152|Swedbank_0155|Swedbank_0157|Swedbank_0156_intro,1,1.0,both_rank1,130.648,67.928,130.648,76831,4623,136894,9390
ESRS,"Swedbank__Swedbank_0159__For ESRS governance disclosures on oversight of personal data, does Swedbank state the frequency with which its Data Protection Officer reports to the Board?",,Swedbank,Swedbank,Swedbank,"For ESRS governance disclosures on oversight of personal data, does Swedbank state the frequency with which its Data Protection Officer reports to the Board?",Swedbank_0159,Swedbank_0161,Swedbank_0159|Swedbank_0161|Swedbank_0158|Swedbank_0152|Swedbank_0153,0,1.0,mrr_rank1_only,133.319,22.968,133.319,27003,1466,131664,8781
ESRS,Swedbank__Swedbank_0160__Does Swedbank’s disclosure demonstrate compliance with binding complaint-handling timelines by confirming that grievances are dealt with within a 14-day period and that customers are notified within the same timeframe when additional investigation time is required?,,Swedbank,Swedbank,Swedbank,Does Swedbank’s disclosure demonstrate compliance with binding complaint-handling timelines by confirming that grievances are dealt with within a 14-day period and that customers are notified within the same timeframe when additional investigation time is required?,Swedbank_0160,Swedbank_0161,Swedbank_0160|Swedbank_0161|Swedbank_0159|Swedbank_0153|Swedbank_0155,0,1.0,mrr_rank1_only,182.355,45.172,182.355,51159,2276,131639,7203
ESRS,"Swedbank__Swedbank_0164__For ESRS-aligned business conduct disclosures, does Swedbank operate a formal control that obliges every employee to provide an annual attestation to having reviewed the Code of Conduct, with completion monitored through a defined performance metric?",,Swedbank,Swedbank,Swedbank,"For ESRS-aligned business conduct disclosures, does Swedbank operate a formal control that obliges every employee to provide an annual attestation to having reviewed the Code of Conduct, with completion monitored through a defined performance metric?",Swedbank_0164,Swedbank_0164,Swedbank_0164|Swedbank_0166|Swedbank_0165|Swedbank_0163_intro|Swedbank_0169,1,1.0,both_rank1,190.719,44.599,190.719,33911,2022,58885,11099
ESRS,"Swedbank__Swedbank_0165__For ESRS disclosures on business conduct in the value chain, does Swedbank describe a procurement control that obliges suppliers to commit to its ethical standards and specify how any non-compliance is escalated?",,Swedbank,Swedbank,Swedbank,"For ESRS disclosures on business conduct in the value chain, does Swedbank describe a procurement control that obliges suppliers to commit to its ethical standards and specify how any non-compliance is escalated?",Swedbank_0165,Swedbank_0170,Swedbank_0170|Swedbank_0171|Swedbank_0169|Swedbank_0172_intro|Swedbank_0173,0,,both_fail,92.865,32.764,92.865,33556,2151,53226,7425
ESRS,"Swedbank__Swedbank_0166__Within Swedbank’s governance arrangements, is the Board of Directors routinely briefed on whistleblowing activity, and at what interval are those updates provided?",,Swedbank,Swedbank,Swedbank,"Within Swedbank’s governance arrangements, is the Board of Directors routinely briefed on whistleblowing activity, and at what interval are those updates provided?",Swedbank_0166,Swedbank_0169,Swedbank_0169|Swedbank_0172_intro|Swedbank_0174|Swedbank_0171|Swedbank_0170,0,,both_fail,88.867,25.436,88.867,33736,1861,53608,7706
ESRS,"Swedbank__Swedbank_0167__Does Swedbank disclose whether it has earmarked any distinct operating or capital spending for its sustainability action plans, or instead indicate that such costs are absorbed within routine operations?",,Swedbank,Swedbank,Swedbank,"Does Swedbank disclose whether it has earmarked any distinct operating or capital spending for its sustainability action plans, or instead indicate that such costs are absorbed within routine operations?",Swedbank_0167,Swedbank_0004,Swedbank_0004|Swedbank_0049_intro|Swedbank_0003|Swedbank_0051|Swedbank_0045,0,,both_fail,100.883,25.278,100.883,30927,2025,97983,8415
ESRS,"Swedbank__Swedbank_0170__For ESRS-oriented supplier governance disclosures, does Swedbank state that a supplier’s non-compliance with its Supplier Code of Conduct is treated as a significant contractual breach that can result in termination of the business relationship?",,Swedbank,Swedbank,Swedbank,"For ESRS-oriented supplier governance disclosures, does Swedbank state that a supplier’s non-compliance with its Supplier Code of Conduct is treated as a significant contractual breach that can result in termination of the business relationship?",Swedbank_0170,Swedbank_0170,Swedbank_0170|Swedbank_0171|Swedbank_0169|Swedbank_0165|Swedbank_0172_intro,1,1.0,both_rank1,75.592,43.548,75.592,43513,3612,61371,6579
ESRS,"Swedbank__Swedbank_0171__Does Swedbank disclose any ring-fenced operating or capital expenditure dedicated to sustainability action plans, or does it state that such outlays are embedded in routine operating costs?",,Swedbank,Swedbank,Swedbank,"Does Swedbank disclose any ring-fenced operating or capital expenditure dedicated to sustainability action plans, or does it state that such outlays are embedded in routine operating costs?",Swedbank_0171,Swedbank_0003,Swedbank_0004|Swedbank_0003|Swedbank_0047|Swedbank_0048|Swedbank_0045,0,,both_fail,93.137,40.849,93.137,30724,2144,88786,6337
ESRS,Swedbank__Swedbank_0173__What is the planned completion period for Swedbank’s enterprise-wide bribery and corruption risk assessment that will be reported to the Group Executive Committee?,,Swedbank,Swedbank,Swedbank,What is the planned completion period for Swedbank’s enterprise-wide bribery and corruption risk assessment that will be reported to the Group Executive Committee?,Swedbank_0173,Swedbank_0175,Swedbank_0173|Swedbank_0175|Swedbank_0176|Swedbank_0174|Swedbank_0169,0,1.0,mrr_rank1_only,79.633,20.22,79.633,30625,1567,54297,6337
ESRS,"Swedbank__Swedbank_0175__For the 2024 reporting year, did Swedbank disclose that it had no data on employee convictions or monetary sanctions for bribery and corruption, and did it attribute this data gap to the absence of systematic tracking?",,Swedbank,Swedbank,Swedbank,"For the 2024 reporting year, did Swedbank disclose that it had no data on employee convictions or monetary sanctions for bribery and corruption, and did it attribute this data gap to the absence of systematic tracking?",Swedbank_0175,Swedbank_0175,Swedbank_0175|Swedbank_0174|Swedbank_0173|Swedbank_0176|Swedbank_0185,1,1.0,both_rank1,113.591,19.867,113.591,30700,1657,88883,9634
ESRS,"Swedbank__Swedbank_0142__Within its S1-8 disclosure on collective bargaining coverage and social dialogue, does Swedbank explicitly state whether any assumptions were used when compiling the reported proportions for coverage and employee representation?",,Swedbank,Swedbank,Swedbank,"Within its S1-8 disclosure on collective bargaining coverage and social dialogue, does Swedbank explicitly state whether any assumptions were used when compiling the reported proportions for coverage and employee representation?",Swedbank_0142,Swedbank_0142,Swedbank_0142|Swedbank_0143|Swedbank_0144,1,1.0,both_rank1,93.106,14.598,93.106,39363,1164,135288,8864
ESRS,"Swedbank__Swedbank_0176__For ESRS G1-6 on payment practices, has Swedbank disclosed the criterion used to classify suppliers as small or medium-sized enterprises for the reported payment KPIs?",,Swedbank,Swedbank,Swedbank,"For ESRS G1-6 on payment practices, has Swedbank disclosed the criterion used to classify suppliers as small or medium-sized enterprises for the reported payment KPIs?",Swedbank_0176,Swedbank_0176,Swedbank_0176|Swedbank_0175|Swedbank_0188|Swedbank_0028|Swedbank_0161,1,1.0,both_rank1,359.698,17.917,359.698,30843,1218,290245,23996
ESRS,"Swedbank__Swedbank_0180__Has Swedbank, in line with ESRS double‑materiality expectations, designated financial crime as a material, entity‑specific topic based on a process that relied on internal expert judgment, stakeholder feedback (including analyses and surveys), and consideration of prior money‑laundering shortcomings?",,Swedbank,Swedbank,Swedbank,"Has Swedbank, in line with ESRS double‑materiality expectations, designated financial crime as a material, entity‑specific topic based on a process that relied on internal expert judgment, stakeholder feedback (including analyses and surveys), and consideration of prior money‑laundering shortcomings?",Swedbank_0180,Swedbank_0178,Swedbank_0180|Swedbank_0178|Swedbank_0182|Swedbank_0183|Swedbank_0020_intro,0,1.0,mrr_rank1_only,176.881,37.332,176.881,28962,2569,102046,12703
ESRS,"Swedbank__Swedbank_0182__For ESRS reporting on governance and controls, does Swedbank state that a specific directive on financial sanctions prescribes the internal controls and measures necessary to ensure compliance and mitigate identified sanctions risks?",,Swedbank,Swedbank,Swedbank,"For ESRS reporting on governance and controls, does Swedbank state that a specific directive on financial sanctions prescribes the internal controls and measures necessary to ensure compliance and mitigate identified sanctions risks?",Swedbank_0182,Swedbank_0178,Swedbank_0182|Swedbank_0178|Swedbank_0183|Swedbank_0180|Swedbank_0181_intro,0,1.0,mrr_rank1_only,110.305,44.595,110.305,28867,2593,42166,7164
ESRS,"Swedbank__Swedbank_0185__For ESRS-aligned disclosure on sanctions compliance controls, does Swedbank state that it screens both client relationships and transaction flows against financial sanctions lists?",,Swedbank,Swedbank,Swedbank,"For ESRS-aligned disclosure on sanctions compliance controls, does Swedbank state that it screens both client relationships and transaction flows against financial sanctions lists?",Swedbank_0185,Swedbank_0185,Swedbank_0185|Swedbank_0182|Swedbank_0187|Swedbank_0186|Swedbank_0183,1,1.0,both_rank1,119.373,50.713,119.373,31601,1498,47787,4785
ESRS,"Swedbank__Swedbank_0186__For ESRS governance and action-plan purposes, has Swedbank identified a specific internal programme that is accountable for monitoring progress toward its objective of lowering customer fraud losses?",,Swedbank,Swedbank,Swedbank,"For ESRS governance and action-plan purposes, has Swedbank identified a specific internal programme that is accountable for monitoring progress toward its objective of lowering customer fraud losses?",Swedbank_0186,Swedbank_0187,Swedbank_0186|Swedbank_0187|Swedbank_0185|Swedbank_0183|Swedbank_0182,0,1.0,mrr_rank1_only,100.639,31.784,100.639,29789,2042,48199,6874
ESRS,"Swedbank__Swedbank_0187__For ESRS-aligned metrics-and-targets disclosure, does Swedbank present quantified, results-based targets and time-trend progress to evidence the effectiveness of its financial crime controls?",,Swedbank,Swedbank,Swedbank,"For ESRS-aligned metrics-and-targets disclosure, does Swedbank present quantified, results-based targets and time-trend progress to evidence the effectiveness of its financial crime controls?",Swedbank_0187,Swedbank_0187,Swedbank_0187|Swedbank_0185|Swedbank_0186|Swedbank_0175|Swedbank_0176,1,1.0,both_rank1,131.601,33.684,131.601,29804,1758,77707,8679
ESRS,Swedbank__Swedbank_0188__Does Swedbank’s 2024 Sustainability Report satisfy ESRS 2 IRO‑2 by providing a cross-reference that identifies which ESRS disclosure topics are included in its sustainability statement?,,Swedbank,Swedbank,Swedbank,Does Swedbank’s 2024 Sustainability Report satisfy ESRS 2 IRO‑2 by providing a cross-reference that identifies which ESRS disclosure topics are included in its sustainability statement?,Swedbank_0188,Swedbank_0188,Swedbank_0188|Swedbank_0000|Swedbank_0015|Swedbank_0003|Swedbank_0027,1,1.0,both_rank1,160.062,18.895,160.062,31837,1178,167070,10959
ESRS,"Swedbank__Swedbank_0190__For 2024, identify the total gross carrying amount that Swedbank reports as exposures excluded from the Green Asset Ratio numerator but still included in its denominator.",,Swedbank,Swedbank,Swedbank,"For 2024, identify the total gross carrying amount that Swedbank reports as exposures excluded from the Green Asset Ratio numerator but still included in its denominator.",Swedbank_0190,Swedbank_0189_intro,Swedbank_0190|Swedbank_0189_intro|Swedbank_0192|Swedbank_0033|Swedbank_0032,0,1.0,mrr_rank1_only,146.336,28.635,146.336,43931,1588,144972,9704
ESRS,"Swedbank__Swedbank_0191__In Swedbank’s 2024 GAR turnover-based NACE sector disclosure, is the environmentally sustainable portion for NACE 49.50 (Transport via pipeline) explicitly quantified, and if so, what amount is reported?",,Swedbank,Swedbank,Swedbank,"In Swedbank’s 2024 GAR turnover-based NACE sector disclosure, is the environmentally sustainable portion for NACE 49.50 (Transport via pipeline) explicitly quantified, and if so, what amount is reported?",Swedbank_0191,Swedbank_0191,Swedbank_0191|Swedbank_0033|Swedbank_0032|Swedbank_0034|Swedbank_0036,1,1.0,both_rank1,209.122,21.903,209.122,58324,1251,221675,12712
ESRS,"Swedbank__Swedbank_0192__For the 2024 period, does Swedbank disclose Green Asset Ratio (GAR) KPI stock under both turnover-based and capex-based methodologies, and do these tables explicitly state that the calculation is limited to assets counted in both the numerator and the denominator?",,Swedbank,Swedbank,Swedbank,"For the 2024 period, does Swedbank disclose Green Asset Ratio (GAR) KPI stock under both turnover-based and capex-based methodologies, and do these tables explicitly state that the calculation is limited to assets counted in both the numerator and the denominator?",Swedbank_0192,Swedbank_0192,Swedbank_0192|Swedbank_0189_intro|Swedbank_0190|Swedbank_0193|Swedbank_0191,1,1.0,both_rank1,211.315,32.426,211.315,45463,1799,143479,12186
ESRS,"Swedbank__Swedbank_0193__In Swedbank’s 2024 turnover-based GAR KPI total table, what percentage of total assets is stated as covered by the GAR calculation (i.e., assets included in both the numerator and the denominator)?",,Swedbank,Swedbank,Swedbank,"In Swedbank’s 2024 turnover-based GAR KPI total table, what percentage of total assets is stated as covered by the GAR calculation (i.e., assets included in both the numerator and the denominator)?",Swedbank_0193,Swedbank_0192,Swedbank_0192|Swedbank_0189_intro|Swedbank_0190|Swedbank_0032|Swedbank_0193,0,5.0,mrr_lower_only,154.125,39.165,154.125,45418,1899,135122,8850
ESRS,"Swedbank__Swedbank_0195__Within its 2024 EU Taxonomy KPI disclosures, does Swedbank indicate that the key ratios for the Fees and commissions and Trading portfolio segments are not yet provided and specify that their initial publication will occur in the 2025 Annual Report?",,Swedbank,Swedbank,Swedbank,"Within its 2024 EU Taxonomy KPI disclosures, does Swedbank indicate that the key ratios for the Fees and commissions and Trading portfolio segments are not yet provided and specify that their initial publication will occur in the 2025 Annual Report?",Swedbank_0195,Swedbank_0195,Swedbank_0195|Swedbank_0189_intro|Swedbank_0032|Swedbank_0034|Swedbank_0033,1,1.0,both_rank1,124.82,36.764,124.82,39141,1532,140131,5809
ESRS,"Swedbank__Swedbank_0198__In its 2024 non-life underwriting KPI disclosure, does Swedbank state the current-year absolute premium amount and corresponding percentage for activities that are EU Taxonomy-eligible but do not meet alignment criteria, and what values are reported?",,Swedbank,Swedbank,Swedbank,"In its 2024 non-life underwriting KPI disclosure, does Swedbank state the current-year absolute premium amount and corresponding percentage for activities that are EU Taxonomy-eligible but do not meet alignment criteria, and what values are reported?",Swedbank_0198,Swedbank_0198,Swedbank_0198|Swedbank_0197|Swedbank_0032|Swedbank_0195|Swedbank_0033,1,1.0,both_rank1,117.881,26.212,117.881,37061,1406,119545,7079
ESRS,"Swedbank__Swedbank_0199__For 2024, does Swedbank disclose the capex-based denominator (gross amount and share of total) for Taxonomy‑aligned activities not covered by rows 1–6 within its Green ratio for Life insurance under the combined climate objectives (CCM+CCA), and if so, what figures are reported?",,Swedbank,Swedbank,Swedbank,"For 2024, does Swedbank disclose the capex-based denominator (gross amount and share of total) for Taxonomy‑aligned activities not covered by rows 1–6 within its Green ratio for Life insurance under the combined climate objectives (CCM+CCA), and if so, what figures are reported?",Swedbank_0199,Swedbank_0199,Swedbank_0199|Swedbank_0200|Swedbank_0197|Swedbank_0201|Swedbank_0195,1,1.0,both_rank1,155.624,29.601,155.624,38447,1924,102156,9286
